id,nama_tempat,kategori,kabupaten,deskripsi,rating,harga_tiket_wni,harga_tiket_wna,jam_buka,aktivitas,latitude,longitude
232,Munduk Sari,Alam,Gianyar,"Bukid ang Munduk Sari sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5268,115.4308
233,Munduk Buluh,Alam,Gianyar,"Bungtod ang Munduk Buluh sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5448,115.4369
234,Munduk Lampah,Alam,Gianyar,"Bungtod ang Munduk Lampah sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5406,115.4491
235,Munduk Buanbutit,Alam,Gianyar,"Bukid ang Munduk Buanbutit sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5121,115.4418
236,Munduk Lingga,Alam,Gianyar,"Bungtod ang Munduk Lingga sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5268,115.451
237,Munduk Talibeng,Alam,Gianyar,"Bukid ang Munduk Talibeng sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5058,115.4391
238,Munduk Abah,Alam,Gianyar,"Bukid ang Munduk Abah sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5061,115.4537
239,Munduk Munting,Alam,Gianyar,"Bungtod ang Munduk Munting sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5394,115.4653
240,Goa Lawah,Alam,Gianyar,Goa Lawah is een heilige grot vol met vleermuizen aan de zuidoostkust van Bali vlak bij Klungkung.Bij de ingang is een tempel. Men denkt dat de grot via de rivier doorloopt naar de Moedertempel Pura Besakih.,4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5516,115.4689
241,Munduk Gelogor,Alam,Gianyar,"Bukid ang Munduk Gelogor sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5304,115.4705
242,Munduk Tengah,Alam,Gianyar,"Bungtod ang Munduk Tengah sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5384,115.477
243,Pura Luhur Andakasa,Budaya,Gianyar,"Pura Andakasa inggih punika pura sané magenah ring wewidangan Désa Angantelu, Kecamatan Manggis, Kabupatén Karangasem. Kawéntenan pura punika wantah ring sisi kelod Pulo Baliné.",4.2,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.5238,115.4759
244,Pura Gede Perancak,Budaya,Jembrana,"Pura Gede Perancak is a prominent Hindu sea temple in Perancak, Bali, Indonesia. This temple commemorates the site of Dang Hyang Nirartha's arrival in Bali in 1546.",4.2,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4014,114.611
245,Munduk Pengajaran,Alam,Jembrana,"Bungtod ang Munduk Pengajaran sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.293,114.6208
246,Munduk Kendung,Alam,Jembrana,"Bungtod ang Munduk Kendung sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2926,114.6014
247,Gunung Sari,Alam,Jembrana,"Bukid ang Gunung Sari sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2937,114.6511
248,Gegiring Pemelas,Alam,Jembrana,"Bukid ang Gegiring Pemelas sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2841,114.6396
249,Gunung Lalang,Alam,Jembrana,"Bukid ang Gunung Lalang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2871,114.6514
250,Gegeiring Pandanrangkang,Alam,Jembrana,"Bukid ang Gegeiring Pandanrangkang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2795,114.6512
251,Gunung Patra,Alam,Jembrana,"Bungtod ang Gunung Patra sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2715,114.6008
252,Gegiring Ijogading,Alam,Jembrana,"Bukid ang Gegiring Ijogading sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2688,114.6314
253,Gunung Pakukajang,Alam,Jembrana,"Bukid ang Gunung Pakukajang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2603,114.6509
254,Gunung Bangol,Alam,Jembrana,"Bukid ang Gunung Bangol sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2538,114.6501
255,Gunung Ngandang,Alam,Jembrana,"Bukid ang Gunung Ngandang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.25,114.6069
256,Munduk Patepan,Alam,Jembrana,"Bukid ang Munduk Patepan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.286,114.7062
257,Gunung Mese,Alam,Jembrana,"Bukid ang Gunung Mese sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2622,114.6828
258,Mount Merbuk,Alam,Jembrana,"Mount Merbuk is a 1,386-metre-high (4,547 ft) volcano in Bali, Indonesia.List of volcanoes in IndonesiaWhitten, T; Soeriaatmadja, R. E.; Suraya, A.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2261,114.6525
259,Gunung Sangiang,Alam,Jembrana,"Gunung Sangiang är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 900 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2153,114.602
260,The Lock of Hair Temple,Budaya,Jembrana,Il tempio di Rambut Siwi (Pura Luhur Dhangkahayangan Rambut Siwi) è un tempio induista situato sulla costa occidentale dell'isola indonesiana di Bali. È uno dei templi balinesi del mare (pura segara).,4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4031,114.7661
261,Gunung Melaya,Alam,Jembrana,"Bungtod ang Gunung Melaya sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2163,114.5563
262,Gunung Salak,Alam,Jembrana,"Gunung Salak är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 900 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2801,114.7652
263,Gunung Pemenggal,Alam,Jembrana,"Bukid ang Gunung Pemenggal sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.3403,114.7859
264,Munduk Jatukangsa,Alam,Jembrana,"Bungtod ang Munduk Jatukangsa sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2093,114.5498
265,Gunung Nyangkrut,Alam,Jembrana,"Bungtod ang Gunung Nyangkrut sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2234,114.5178
266,Munduk Ningkang,Alam,Jembrana,"Munduk Ningkang är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 900 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.3262,114.7919
267,Gunung Bangkiangjaran,Alam,Jembrana,"Bungtod ang Gunung Bangkiangjaran sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1978,114.5529
268,Gunung Ambyarsari,Alam,Jembrana,"Bungtod ang Gunung Ambyarsari sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2267,114.5037
